zone,mc_el_mean_mean,mc_el_mean_std
FR,16.112073295633223,2.960779486848921
AT,19.64527043197456,3.8426745184233813
BE,14.471360345224307,2.9391207059297897
CH,16.71381782267086,1.4446237578178562
CZ,12.567333495641705,0.7081548094839005
DE,20.069560428025103,2.8657201607808274
DK,17.481560737861916,0.5896585895243591
ES,29.009991446330595,6.6240927546077755
IT,69.64724505393566,25.10409373274613
PL,38.796090245193604,5.865029059344887
SE,11.685225235846138,0.5654407796485905
UK,35.770893274508914,6.2359852886499985
NO,7.79274101930073,0.6433212423762822
NL,32.10932534765321,16.103823498644207
