from,to,constrained_maximum_mean
AT,CH,0.26335616438356163
AT,CZ,0.36461187214611873
AT,DE,0.009018264840182649
AT,IT,0.616324200913242
BE,DE,0.7703196347031963
BE,FR,0.31746575342465755
BE,NL,0.4531963470319635
BE,UK,0.8802511415525114
CH,DE,0.46506849315068494
CH,FR,0.6230593607305936
CH,IT,0.2970319634703196
CZ,DE,0.09611872146118722
CZ,PL,0.7172374429223745
DE,DK,0.3401826484018265
DE,FR,0.8537671232876712
DE,NL,0.41986301369863016
DE,NO,0.7608447488584474
DE,PL,0.7821917808219178
DE,SE,0.6415525114155252
DK,NL,0.5331050228310502
DK,NO,0.5075342465753425
DK,SE,0.28013698630136985
ES,FR,0.8199771689497717
FR,IT,0.6332191780821917
FR,UK,0.8315068493150685
NL,NO,0.8883561643835617
NL,UK,0.9578767123287671
NO,SE,0.341324200913242
PL,SE,0.7898401826484018
