from,to,constrained_maximum_mean
AT,CH,0.2893835616438356
AT,CZ,0.4138127853881279
AT,DE,0.03664383561643836
AT,IT,0.6148401826484018
BE,DE,0.8017123287671233
BE,FR,0.3670091324200913
BE,NL,0.4823059360730594
BE,UK,0.8831050228310502
CH,DE,0.4963470319634703
CH,FR,0.6389269406392694
CH,IT,0.4084474885844749
CZ,DE,0.13972602739726028
CZ,PL,0.753310502283105
DE,DK,0.36335616438356166
DE,FR,0.863013698630137
DE,NL,0.5075342465753425
DE,NO,0.803082191780822
DE,PL,0.8122146118721462
DE,SE,0.6600456621004567
DK,NL,0.6442922374429224
DK,NO,0.5316210045662101
DK,SE,0.32351598173515983
ES,FR,0.820662100456621
FR,IT,0.6760273972602739
FR,UK,0.8689497716894977
NL,NO,0.9031963470319635
NL,UK,0.9571917808219178
NO,SE,0.44189497716894977
PL,SE,0.8246575342465754
