zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,7235.0,496.1458157745239,7505.0,-1350.598900685189,0.0685757865617863,0.17995988017124437
BE,6700.0,3135.87988062746,6200.0,-3279.7728809966984,0.4680417732279791,0.5289956259672094
CH,8960.0,2934.5867191633197,11340.0,-6639.186954694082,0.32752083919233477,0.5854662217543282
CZ,3200.0,315.047231410425,3500.0,-1244.6579049611369,0.09845225981575782,0.35561654427461054
DE,26030.0,8427.351543337514,21765.0,-7446.516128657605,0.323755341657223,0.3421326041193478
DK,6820.0,3105.4783594575874,7545.0,-3140.6435927846787,0.45534873305829726,0.4162549493419057
ES,2800.0,1923.538667405389,2600.0,-511.5413846102309,0.6869780955019247,0.19674668638855036
FR,12310.0,1150.7860552137986,17450.0,-13975.973344736529,0.09348383876635244,0.8009153779218641
IT,9045.0,8299.857611211242,4455.0,-86.51793603341525,0.9176183096972076,0.01942041212871274
NL,9050.0,7494.406241728212,8050.0,-1055.895654249069,0.8281111869312942,0.13116716201851789
NO,7735.0,1801.6795846568348,7435.0,-3141.353593661156,0.232925608876126,0.422508889530754
PL,1700.0,1667.3741664535205,3900.0,-57.79683109932984,0.9808083332079532,0.014819700281879447
SE,7350.0,764.4121288588043,7190.0,-3575.679661142598,0.10400165018487133,0.49731288750244756
UK,4000.0,3990.576468215967,4000.0,-0.9857052028790897,0.9976441170539917,0.00024642630071977244
