from,to,constrained_maximum_mean
AT,CH,0.24
AT,CZ,0.9
AT,DE,0.0
AT,IT,0.9
BE,DE,0.7
BE,FR,0.08
BE,NL,0.16
BE,UK,0.46
CH,DE,0.86
CH,FR,0.22
CH,IT,0.9
CZ,DE,0.0
CZ,PL,0.82
DE,DK,0.84
DE,FR,0.74
DE,NL,0.72
DE,NO,1.0
DE,PL,0.84
DE,SE,1.0
DK,NL,0.62
DK,NO,1.0
DK,SE,0.44
ES,FR,0.56
FR,IT,1.0
FR,UK,0.48
NL,NO,0.68
NL,UK,0.54
NO,SE,0.22
PL,SE,1.0
