zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,7235.0,301.871094037188,7505.0,-4327.54833399101,0.041723717213156604,0.5766220298455709
BE,6700.0,2694.3107264814876,6200.0,-1760.6816625619929,0.40213592932559517,0.2839809133164505
CH,8960.0,2511.3342290692467,11340.0,-3368.548807732613,0.28028283806576415,0.297050159412047
CZ,3200.0,1595.5870257615654,3500.0,-674.9526357882215,0.4986209455504892,0.19284361022520616
DE,26030.0,8180.922925560566,21765.0,-8366.52514222276,0.31428824147370593,0.3844027173086496
DK,6820.0,2048.2522423789933,7545.0,-3344.801127699737,0.3003302408180342,0.44331360208081344
ES,2800.0,0.7763945783126635,2600.0,-2554.4604717022467,0.0002772837779688084,0.9824847968085564
FR,12310.0,11209.42289107516,17450.0,-403.87475543243005,0.9105948733611016,0.023144685125067625
IT,9045.0,515.3550631007138,4455.0,-3881.8153590544207,0.05697678972921103,0.8713390256014413
NL,9050.0,1561.450716642141,8050.0,-5067.2689463661445,0.17253599078918685,0.6294744032752975
NO,7735.0,2225.45068849207,7435.0,-4013.6720322221604,0.28771178907460504,0.5398348395725838
PL,1700.0,1672.631508889589,3900.0,-0.7299424436933789,0.9839008875821111,0.00018716472915214844
SE,7350.0,5626.944395518176,7190.0,-767.3138830163564,0.7655706660568947,0.10671959429991049
UK,4000.0,1015.0620277017234,4000.0,-2627.178829053149,0.2537655069254309,0.6567947072632873
