zone,mc_el_maximum_mean,mc_el_maximum_std
FR,101.21772725964958,172.08077152075205
AT,69.07231264266295,17.19327803115896
BE,70.72050621492183,36.398242490070714
CH,23.086545945694056,2.4714710420520416
CZ,17.317974112279423,3.009519354437142
DE,69.02589211637597,19.157475659759527
DK,67.18877389143162,19.991403025905488
ES,80.21107640368119,23.825743086020072
IT,81.35381751059977,19.97406572880914
PL,372.76055481671096,433.4124002074883
SE,66.24936070937152,14.368569854602306
UK,104.71097074061785,11.117809897885413
NO,8.127961002535894,1.3278854086497387
NL,76.64802360385123,18.803314314966276
