zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,8682.0,313.6813505980135,9006.0,-4165.127088718186,0.036130079543655096,0.46248357636222365
BE,8040.0,2955.620582882103,7440.0,-2037.993115869421,0.36761450035847054,0.27392380589642756
CH,10752.0,2901.2971703180974,13608.0,-3690.36722791689,0.26983790646559686,0.271191007342511
CZ,3840.0,1780.5851422328026,4200.0,-767.0048722254915,0.463694047456459,0.18262020767273607
DE,31236.0,8198.208589665772,26118.0,-9419.894985677965,0.26246025706446957,0.3606667809816205
DK,8184.0,2336.838486857381,9054.0,-3654.6839292935906,0.28553744951825283,0.40365406773730844
ES,3360.0,1.0939799846232874,3120.0,-3002.119814356845,0.00032558928113788314,0.9622178892169375
FR,14772.0,12739.042126607776,20940.0,-612.1101117448638,0.8623776148529498,0.029231619472056537
IT,10854.0,496.0220756409692,5346.0,-4557.886575808701,0.04569947260373772,0.8525788581759636
NL,10860.0,2035.8311321164897,9660.0,-5360.375400915109,0.18746143021330475,0.5549042858090175
NO,9282.0,2521.174448518455,8922.0,-4303.679965641314,0.2716197423527747,0.482367178395126
PL,2040.0,1958.6900894770351,4680.0,-1.802211187214612,0.9601422007240369,0.00038508786051594273
SE,8820.0,6040.602879706454,8628.0,-986.419391221015,0.6848756099440424,0.11432769949246813
UK,4800.0,1213.518104371199,4800.0,-2932.7414684005653,0.2528162717439998,0.6109878059167845
