from,to,constrained_maximum_mean
AT,CH,0.6735159817351598
AT,CZ,0.2522831050228311
AT,DE,0.16015981735159818
AT,IT,0.955365296803653
BE,DE,0.7014840182648402
BE,FR,0.689041095890411
BE,NL,0.7226027397260274
BE,UK,0.9885844748858448
CH,DE,0.7708904109589041
CH,FR,0.7665525114155252
CH,IT,0.9110730593607306
CZ,DE,0.21438356164383562
CZ,PL,0.9787671232876712
DE,DK,0.5988584474885845
DE,FR,0.875
DE,NL,0.9786529680365297
DE,NO,0.973744292237443
DE,PL,0.9641552511415525
DE,SE,0.9579908675799087
DK,NL,0.9849315068493151
DK,NO,0.8614155251141552
DK,SE,0.7746575342465754
ES,FR,0.8577625570776256
FR,IT,0.9223744292237442
FR,UK,0.9997716894977169
NL,NO,0.9579908675799087
NL,UK,0.9837899543378995
NO,SE,0.154337899543379
PL,SE,0.9992009132420091
