from,to,constrained_maximum_mean
AT,CH,0.444634703196347
AT,CZ,0.4480593607305936
AT,DE,0.14452054794520547
AT,IT,0.613013698630137
BE,DE,0.7087899543378996
BE,FR,0.5178082191780822
BE,NL,0.4252283105022831
BE,UK,0.9051369863013699
CH,DE,0.48904109589041095
CH,FR,0.6510273972602739
CH,IT,0.5292237442922374
CZ,DE,0.17899543378995433
CZ,PL,0.8674657534246575
DE,DK,0.3150684931506849
DE,FR,0.648972602739726
DE,NL,0.7023972602739726
DE,NO,0.805365296803653
DE,PL,0.7897260273972603
DE,SE,0.7278538812785388
DK,NL,0.527283105022831
DK,NO,0.5486301369863014
DK,SE,0.6412100456621005
ES,FR,0.8820776255707763
FR,IT,0.660958904109589
FR,UK,0.9713470319634703
NL,NO,0.7149543378995433
NL,UK,0.9223744292237442
NO,SE,0.6583333333333333
PL,SE,0.8575342465753425
