zone,mc_el_mean_mean,mc_el_mean_std
FR,30.00144115325318,19.404748694387422
AT,36.040536556777106,8.1965301604208
BE,25.077801184770887,8.282889825202735
CH,15.963119147452112,1.3470011347638207
CZ,11.957867190403807,1.3276264868662326
DE,25.254928534088144,5.9534179184822715
DK,33.69998051418738,7.687169567022339
ES,36.13048287888269,9.927673294039915
IT,63.55761412704215,25.1663380421912
PL,83.2503504248079,66.55373845298546
SE,22.798288624321735,3.626918516423387
UK,43.63886306057544,6.100168017687469
NO,7.85485914408374,0.7996495447243562
NL,44.951240857711824,13.701760130500231
