zone,mc_el_maximum_mean,mc_el_maximum_std
FR,676.595239498189,421.85796631481634
AT,64.12319201561016,21.645832974674214
BE,146.93615860259612,182.00655531428927
CZ,13.995036396214559,3.905369499954489
DE,64.19133172690627,18.584529039659152
DK,65.45479812509235,19.488104536666114
ES,81.53589784144516,18.92744005189737
IT,81.09036931087626,19.88361438000192
PL,66.3568422758771,6.656959090399868
SE,68.92566385684955,8.434273524795767
UK,108.01833344624316,4.579403980130259
CH,23.962086566994177,0.644835773919576
NO,8.123096188663542,1.4053960703249428
NL,74.51073288477099,15.033796393567894
