zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,5788.0,1786.5110377109017,6004.0,-891.3923558624833,0.30865774666739837,0.14846641503372474
BE,5360.0,3253.661832733126,4960.0,-1995.6578833869032,0.6070264613308072,0.40235037971510146
CH,7168.0,2549.350255625694,9072.0,-5387.438981775475,0.3556571227156381,0.5938535032821292
CZ,2560.0,211.29906499543392,2800.0,-1009.915189156096,0.08253869726384137,0.3606839961271771
DE,20824.0,5319.174476532431,17412.0,-6123.276532490078,0.2554348096682881,0.3516699134212083
DK,5456.0,1657.2347696135043,6036.0,-1383.1025907565338,0.3037453756622992,0.22914224498948538
ES,2240.0,2190.6437735162654,2080.0,-3.6867242207248307,0.9779659703197613,0.0017724635676561685
FR,9848.0,166.8657254548626,13960.0,-13487.825530971148,0.01694412321840603,0.9661766139664146
IT,7236.0,7235.240801115973,3564.0,0.0,0.9998950803090068,-0.0
NL,7240.0,5604.6403901945405,6440.0,-817.491274477872,0.7741216008555996,0.1269396388940795
NO,6188.0,1071.6154613276722,5948.0,-1712.0491704203887,0.17317638353711573,0.2878361080061178
PL,1360.0,1118.93127381227,3120.0,-599.8685635850004,0.8227435836854927,0.19226556525160268
SE,5880.0,362.5597653656129,5752.0,-2279.128224013606,0.0616598240417709,0.39623230598289394
UK,3200.0,3170.360337695304,3200.0,-7.255944577281541,0.9907376055297825,0.0022674826804004815
