zone,mc_el_maximum_mean,mc_el_maximum_std
FR,85.37624190482369,132.9127703843466
AT,69.23205192670773,17.00618537881363
BE,69.48177059910583,33.04325240691664
CH,23.120558914605496,2.4477138614874825
CZ,17.499608360417334,2.7238326874159435
DE,68.84650217902167,18.886951389713605
DK,66.88526280682132,19.931064216382715
ES,80.06561318714347,23.736527445157847
IT,81.66813425412593,19.44415355475893
PL,325.0638246357424,412.0741345571398
SE,66.15619821931244,14.29252863726117
UK,103.92362297936397,11.97487400870154
NO,8.16677475027166,1.6142001647479012
NL,74.1123880142469,22.00357190952089
