from,to,constrained_maximum_mean
AT,CH,0.19098173515981734
AT,CZ,0.15182648401826485
AT,DE,0.03230593607305936
AT,IT,0.967351598173516
BE,DE,0.5275114155251142
BE,FR,0.6987442922374429
BE,NL,0.6894977168949772
BE,UK,0.9982876712328768
CH,DE,0.3713470319634703
CH,FR,0.73162100456621
CH,IT,0.9052511415525114
CZ,DE,0.07876712328767123
CZ,PL,0.9940639269406393
DE,DK,0.7194063926940639
DE,FR,0.8430365296803652
DE,NL,0.7202054794520548
DE,NO,0.9755707762557078
DE,PL,0.9897260273972602
DE,SE,0.9662100456621004
DK,NL,0.9335616438356165
DK,NO,0.7350456621004566
DK,SE,0.515296803652968
ES,FR,0.8515981735159818
FR,IT,0.9164383561643835
FR,UK,0.9997716894977169
NL,NO,0.8938356164383562
NL,UK,0.996689497716895
NO,SE,0.20753424657534247
PL,SE,0.9990867579908675
