zone,mc_el_maximum_mean,mc_el_maximum_std
FR,123.15274900730682,217.68972292187638
AT,68.83188504576748,17.468337803192323
BE,74.29621749668247,62.000076152131776
CH,23.088797362210126,2.4406477391991364
CZ,17.077120216039933,3.3315735144382272
DE,69.78071513260406,20.468120872173238
DK,67.60352059502416,20.29868168522623
ES,80.40257293390209,23.811183833591127
IT,81.1278133463926,20.33693820968108
PL,405.39265992708556,444.35052421804227
SE,65.87985720197827,15.494090003655545
UK,105.40358357254973,10.175482363361683
NO,8.094577386819674,1.299313570708873
NL,80.47236741623853,13.78112664821802
