zone,mc_el_mean_mean,mc_el_mean_std
FR,15.385286700174447,2.322074375431411
AT,19.55192436017876,3.8658344203788286
BE,15.267257543717141,3.9740295854172967
CH,16.307012663384725,1.3054207638290816
CZ,12.556155891765956,0.741264808587695
DE,19.96655161519385,3.2745570775475343
DK,17.781886418539536,2.3851224379767513
ES,29.49638588265185,6.139992118854635
IT,70.99695586150038,23.628003516214577
PL,38.98120114191069,5.812391098166364
SE,11.631269307019398,0.5098226940909922
UK,36.821736827658924,6.350167299875855
NO,7.792148908150558,0.6422574444986197
NL,38.384110325151404,12.45952361107584
