zone,mc_el_maximum_mean,mc_el_maximum_std
FR,21.27500941789055,10.09708943782841
AT,22.797846889997228,2.7713265945940024e-12
BE,19.099761510178816,6.396973806815531
CH,22.65280824808496,2.76221876546911
CZ,17.877363679589816,3.1156995869677604
DE,39.06547914428039,18.424597752648108
DK,21.341910303893204,3.6795926909693555
ES,53.88429644056103,21.608991508234855
IT,71.8085673637457,29.44040096309213
PL,64.33175301037916,8.527301897850634
SE,18.406382601602026,0.6362394394889391
UK,88.45217033115851,20.300602931560224
NO,8.191802978529246,1.5620813022354494
NL,37.20307393112858,31.261076517170576
