zone,mc_el_mean_mean,mc_el_mean_std
FR,15.44126494711374,2.388324986525542
AT,19.91767196446921,3.8142820211638884
BE,15.503822372849328,4.237103280195685
CH,16.245528561070493,1.3044390509899184
CZ,12.533538504605543,0.7295792540012511
DE,19.999401077484396,3.4920140967035382
DK,17.903974235284714,2.878708448899653
ES,29.682308687235064,5.563693543313905
IT,70.44913842277205,24.122389232285855
PL,39.01276704269135,5.765655605792217
SE,11.654935567729217,0.5505891341612165
UK,37.15207086301996,6.5299669675196474
NO,7.79214890815056,0.6422574444986195
NL,38.48578366401091,12.447381318957786
