zone,mc_el_maximum_mean,mc_el_maximum_std
FR,60.499269616198845,26.744332594248053
AT,68.51091259632118,17.903829734808415
BE,64.28214189269204,34.51902327156128
CH,23.059578404469555,2.497343446712729
CZ,17.52444288107475,2.702973181673997
DE,69.37604098596167,18.426901889529077
DK,66.87603242274761,19.86557669160398
ES,79.97750279064091,23.204459576857463
IT,79.24339494049867,23.09754831557617
PL,70.08498984287199,13.396614046136504
SE,69.11209073748877,11.298596436192426
UK,104.04928430074763,11.14650911426214
NO,8.161717955809236,2.0124145252250325
NL,74.12267181623676,21.335760293200124
