zone,mc_el_maximum_mean,mc_el_maximum_std
FR,60.813900473693735,46.5745365459039
AT,68.38917802467282,18.04883265161226
BE,67.42711019341613,49.968969593290836
CH,23.050869976087096,2.502922966949493
CZ,17.716022606471757,19.435838302495004
DE,69.81596218298667,18.81679671098074
DK,67.47437713665497,19.944499964740704
ES,80.50224640057588,23.121072357450917
IT,79.45820226223542,22.80484940686064
PL,72.01850839306347,43.05516849916716
SE,69.68962575885163,11.289119845274024
UK,104.76894994856308,10.732333058992616
NO,8.114459805005907,1.3165072018455006
NL,76.88090394128248,18.260680171049945
