zone,mc_el_maximum_mean,mc_el_maximum_std
FR,19.583828879669326,8.80544364320759
AT,22.79784688999727,2.7287016097318465e-12
BE,21.404275373638,15.297588463560624
CH,22.523617755535984,2.820115631031242
CZ,16.93834092230299,3.4057577364303806
DE,43.60629735093092,18.474503918869537
DK,19.948835303708886,8.17497347644609
ES,59.07068763374675,22.68265942502941
IT,78.45313455230291,24.067747085907314
PL,65.21370118992213,7.642653748618968
SE,18.00342885862067,1.620298582685406
UK,92.59148058866818,20.85118654346248
NO,8.086633647981479,1.2922950509225604
NL,66.85490758867013,20.41019904550107
