zone,hour,value
PL,160,671.2620278245022
CZ,161,89.91639722450054
PL,161,654.6556306000011
PL,162,183.06202782450146
PL,184,236.31202782449964
PL,185,440.8320278245019
BE,450,316.0264635714975
BE,474,181.83501357149362
BE,498,336.4258135715063
BE,522,1359.9128168714997
FR,522,37.671646699998746
BE,523,1160.2064668714993
FR,523,155.12964669999747
BE,535,110.42606357149816
BE,536,1022.5041635715079
BE,546,566.5756168714993
FR,546,703.0806466999984
FR,547,90.89226357150574
PL,641,10.112027824500728
BE,786,168.06856357150173
BE,787,831.2670168714994
FR,787,843.6428967000029
BE,810,779.7894168715011
FR,810,381.17864669999653
BE,811,559.1311668715002
FR,811,1201.3056467000042
CZ,833,11.092027824500292
BE,834,627.1162168714995
FR,834,474.3986466999977
BE,835,709.7932668714998
FR,835,1741.4066466999993
CZ,857,128.22639722450003
PL,857,96.02563060000011
FR,858,2079.2873635715073
FR,859,2906.9839135714988
FR,871,29.246646699995836
FR,882,1394.3360635715062
FR,883,2006.9661635715083
PL,7888,326.7720278245024
PL,7889,151.5920278245021
PL,7912,148.68202782450044
PL,7913,7.762027824498546
PL,7936,67.60202782449869
PL,8224,252.40202782449978
PL,8344,259.4620278245011
PL,8345,38.5420278244992
PL,8368,373.50202782450015
PL,8369,20.712027824501092
PL,8392,141.3520278244987
