zone,mc_el_mean_mean,mc_el_mean_std
FR,153.85589284938087,77.51080347059383
AT,36.523652097599125,9.68737308759124
BE,50.19753200286561,34.00270391600017
CZ,9.508796248844492,0.5609848715477452
DE,26.15009372076132,5.802498700219399
DK,33.703443786477,6.691594945858737
ES,42.18071883213421,10.135288284701598
IT,66.21475848883765,24.73597247908212
PL,37.35476955504379,5.7165031435304625
SE,24.524272023831568,3.3622355840150764
UK,52.30721301585121,5.347860811727116
CH,15.25419970810582,1.5850855440725948
NO,7.830613635934904,0.7079621924697315
NL,42.98755241052422,10.444984062071516
