from,to,constrained_maximum_mean
AT,CH,0.5197488584474886
AT,CZ,0.46700913242009134
AT,DE,0.0978310502283105
AT,IT,0.7166666666666667
BE,DE,0.9049086757990867
BE,FR,0.4269406392694064
BE,NL,0.478310502283105
BE,UK,0.8938356164383562
CH,DE,0.6977168949771689
CH,FR,0.7865296803652968
CH,IT,0.8458904109589042
CZ,DE,0.20707762557077625
CZ,PL,0.888013698630137
DE,DK,0.4632420091324201
DE,FR,0.9335616438356165
DE,NL,0.7558219178082192
DE,NO,0.7711187214611872
DE,PL,0.8608447488584475
DE,SE,0.7202054794520548
DK,NL,0.8659817351598174
DK,NO,0.6573059360730593
DK,SE,0.37968036529680366
ES,FR,0.8918949771689497
FR,IT,0.7845890410958904
FR,UK,0.9205479452054794
NL,NO,0.9371004566210046
NL,UK,0.9473744292237443
NO,SE,0.5962328767123287
PL,SE,0.8420091324200913
