zone,mc_el_mean_mean,mc_el_mean_std
FR,169.40003119811777,72.09454369526914
AT,34.67807298655423,8.141006126567042
BE,69.32813500391053,54.842145355355356
CZ,11.59047690983475,20.60745799473332
DE,25.882237557199854,5.906549979778705
DK,33.4673832999871,7.030877746327905
ES,41.76410133312981,10.331402229246883
IT,66.73916085065278,24.615784540650704
PL,37.387799261245505,5.552108780606482
SE,35.59127840978763,16.81180348018152
UK,52.24804542780183,5.400796278900755
CH,15.249906730559847,1.4088432250832896
NO,7.803209436684502,0.6671303036249454
NL,46.24248877766818,9.279742721821377
