from,to,constrained_maximum_mean
AT,CH,0.2889269406392694
AT,CZ,0.18310502283105023
AT,DE,0.05502283105022831
AT,IT,0.9530821917808219
BE,DE,0.6469178082191781
BE,FR,0.6917808219178082
BE,NL,0.6856164383561644
BE,UK,0.9950913242009133
CH,DE,0.5453196347031963
CH,FR,0.7383561643835617
CH,IT,0.8960045662100456
CZ,DE,0.12591324200913243
CZ,PL,0.9828767123287672
DE,DK,0.6238584474885844
DE,FR,0.8682648401826484
DE,NL,0.8591324200913242
DE,NO,0.9843607305936073
DE,PL,0.9777397260273972
DE,SE,0.9636986301369863
DK,NL,0.961986301369863
DK,NO,0.8636986301369863
DK,SE,0.7541095890410959
ES,FR,0.8452054794520548
FR,IT,0.9049086757990867
FR,UK,0.9997716894977169
NL,NO,0.9281963470319635
NL,UK,0.9915525114155251
NO,SE,0.29897260273972603
PL,SE,0.9985159817351598
