from,to,constrained_maximum_mean
AT,CH,0.3944063926940639
AT,CZ,0.1910958904109589
AT,DE,0.051598173515981734
AT,IT,0.9442922374429223
BE,DE,0.6428082191780822
BE,FR,0.6568493150684932
BE,NL,0.6122146118721461
BE,UK,0.9922374429223745
CH,DE,0.5160958904109589
CH,FR,0.7240867579908675
CH,IT,0.8837899543378995
CZ,DE,0.11643835616438356
CZ,PL,0.9644977168949772
DE,DK,0.567351598173516
DE,FR,0.8497716894977169
DE,NL,0.8479452054794521
DE,NO,0.9688356164383561
DE,PL,0.9554794520547946
DE,SE,0.9518264840182649
DK,NL,0.9547945205479452
DK,NO,0.8519406392694064
DK,SE,0.7399543378995433
ES,FR,0.8377853881278539
FR,IT,0.8924657534246575
FR,UK,0.9997716894977169
NL,NO,0.9146118721461187
NL,UK,0.975
NO,SE,0.2815068493150685
PL,SE,0.9979452054794521
