zone,hour,value
FR,1,43832.6623347
FR,2,33796.3816467
FR,3,34202.6083347
FR,4,37345.3543347
FR,5,28018.785646700002
FR,6,37066.9363347
FR,7,37389.8093347
FR,8,21945.960646700005
FR,9,23991.6133347
FR,10,3185.3286467000053
FR,11,5608.230334699998
FR,12,4355.7123347000015
FR,14,8099.409334700002
FR,15,15930.144334700002
FR,16,27918.0793347
FR,17,38217.209334700005
FR,18,33550.7226467
FR,19,44139.7783347
FR,20,37497.5873347
FR,21,31477.884646700004
FR,22,41373.150334699996
FR,23,42249.2303347
FR,24,30755.882646700004
FR,25,32344.218334700003
FR,26,36670.5443347
FR,27,25018.611646700003
FR,28,32875.6113347
FR,29,34305.7803347
FR,30,28025.246646699998
FR,31,33874.3643347
FR,32,40402.8053347
FR,33,27369.4256467
FR,34,32774.680334699995
FR,35,29861.031334700005
FR,36,20766.3516467
FR,37,23228.5413347
FR,38,29327.586334699998
FR,39,23266.604646700005
FR,40,38447.5903347
FR,41,45218.0964773699
FR,42,40574.66964670001
FR,43,44174.050334700005
FR,44,46120.045164267445
FR,45,33464.315566119505
FR,46,43412.1953347
BE,47,107.8022823759886
FR,47,44631.5823347
FR,48,32886.9653635715
FR,49,33660.175051571496
FR,50,37108.2498541195
FR,51,24117.9447661195
FR,52,30488.133154119503
FR,53,30552.9638541195
FR,54,23251.491866119497
FR,55,28605.8767541195
FR,56,35332.9683347
BE,57,403.83701687149915
FR,57,25112.429646700002
FR,58,31757.8613347
BE,59,986.2136168715006
FR,59,28865.8083347
BE,60,803.5887168714999
FR,60,14152.901646699996
FR,61,21716.053334700002
FR,62,26937.2483347
BE,63,2055.2901168715007
FR,63,19448.2166467
BE,64,2521.815016871501
FR,64,32059.5623347
BE,65,2635.0588168714994
FR,65,36766.3073347
BE,66,1029.5889168715007
FR,66,30896.647646700003
BE,67,1368.0350234479279
FR,67,25690.7376467
BE,68,1144.1339168715008
FR,68,31842.3763347
FR,69,34280.0193347
FR,70,35288.8183347
FR,71,27830.7906467
FR,72,34266.9318541195
FR,73,31428.6203541195
FR,74,29741.963154119498
FR,75,12308.2502635715
FR,76,24660.3983541195
FR,77,24577.001454119505
FR,78,25952.119254119505
FR,79,18400.854166119505
FR,80,28749.1364541195
FR,81,27333.304651571496
FR,82,8517.929646700002
FR,83,9348.461646700001
FR,84,15579.447334700002
FR,85,12482.907334699994
FR,86,9517.84100785126
FR,87,18394.427754119508
BE,88,904.5076168715004
FR,88,28412.2023347
BE,89,2094.8516168715005
