from,to,constrained_maximum_mean
AT,CH,0.3393835616438356
AT,CZ,0.14874429223744293
AT,DE,0.010730593607305937
AT,IT,0.941324200913242
BE,DE,0.5480593607305936
BE,FR,0.6235159817351598
BE,NL,0.547945205479452
BE,UK,0.9858447488584475
CH,DE,0.2876712328767123
CH,FR,0.69337899543379
CH,IT,0.8641552511415526
CZ,DE,0.07808219178082192
CZ,PL,0.9608447488584475
DE,DK,0.6075342465753425
DE,FR,0.8117579908675799
DE,NL,0.7218036529680365
DE,NO,0.9676940639269407
DE,PL,0.9523972602739726
DE,SE,0.9681506849315068
DK,NL,0.9087899543378996
DK,NO,0.6687214611872146
DK,SE,0.5416666666666666
ES,FR,0.8211187214611873
FR,IT,0.878310502283105
FR,UK,0.9992009132420091
NL,NO,0.9068493150684932
NL,UK,0.9628995433789954
NO,SE,0.17682648401826484
PL,SE,0.9965753424657534
