from,to,constrained_maximum_mean
AT,CH,0.3270547945205479
AT,CZ,0.3773972602739726
AT,DE,0.06232876712328767
AT,IT,0.6172374429223745
BE,DE,0.6867579908675799
BE,FR,0.4103881278538813
BE,NL,0.3898401826484018
BE,UK,0.9
CH,DE,0.4486301369863014
CH,FR,0.5714611872146119
CH,IT,0.36837899543378994
CZ,DE,0.11210045662100457
CZ,PL,0.8344748858447488
DE,DK,0.26449771689497714
DE,FR,0.5302511415525114
DE,NL,0.547945205479452
DE,NO,0.7497716894977169
DE,PL,0.7269406392694064
DE,SE,0.6827625570776256
DK,NL,0.3444063926940639
DK,NO,0.4212328767123288
DK,SE,0.5001141552511416
ES,FR,0.8587899543378995
FR,IT,0.6208904109589041
FR,UK,0.975
NL,NO,0.6289954337899544
NL,UK,0.922945205479452
NO,SE,0.5642694063926941
PL,SE,0.8184931506849316
