zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,5788.0,679.2217142217683,6004.0,-1694.1044141694445,0.1173499851799876,0.2821626272767229
BE,5360.0,1546.9298038078978,4960.0,-1761.0191809140595,0.28860630668057796,0.35504418970041524
CH,7168.0,1866.86614452975,9072.0,-4184.683839360626,0.26044449560961913,0.4612746736508626
CZ,2560.0,715.62313181728,2800.0,-691.0060746739366,0.279540285866125,0.24678788381212022
DE,20824.0,3440.6197188030264,17412.0,-8560.737089083941,0.1652237667500493,0.4916573104229233
DK,5456.0,1313.0639182491911,6036.0,-2540.8085886251197,0.24066420789024764,0.42094244344352544
ES,2240.0,644.374370851564,2080.0,-1291.5541011195353,0.2876671298444482,0.6209394716920843
FR,9848.0,5435.878529087991,13960.0,-3678.2762258419357,0.5519779172510145,0.2634868356620298
IT,7236.0,3992.4855558911313,3564.0,-990.639197641613,0.5517531171767732,0.27795712616206875
NL,7240.0,3841.201207267398,6440.0,-1582.6267907006663,0.5305526529374859,0.24574950166159415
NO,6188.0,1556.6904212947318,5948.0,-2896.3826382481748,0.2515660021484699,0.48695067892538246
PL,1360.0,1105.7674485879497,3120.0,-140.30502920844248,0.8130643004323159,0.04496956064373156
SE,5880.0,2576.437089328787,5752.0,-1234.9843395571538,0.4381695730150998,0.21470520506904622
UK,3200.0,2781.1416104541995,3200.0,-249.17315504801593,0.8691067532669373,0.07786661095250498
