zone,mc_el_maximum_mean,mc_el_maximum_std
FR,19.033462761611176,6.794424834736874
AT,22.797846889997253,2.7464614809982304e-12
BE,20.81328096329837,12.563231044768825
CH,22.584593229008693,2.7459290856400282
CZ,17.53227995466145,3.615430478437946
DE,39.7600490533202,18.507580623310428
DK,19.719305122826164,7.133080467593377
ES,56.73187587940053,22.362341003538578
IT,77.57882653336159,24.394819215125754
PL,65.21523672010599,7.6930700775934735
SE,18.072792179862628,1.5093137718787863
UK,92.98809293817602,16.868921420536534
NO,8.085446987337345,1.2912391621700985
NL,66.43439732214637,20.406955035805325
