zone,mc_el_mean_mean,mc_el_mean_std
FR,137.27846498965403,78.41386785004613
AT,34.16018560388751,8.655354268341496
BE,43.847590088151264,22.55566492243287
CZ,10.347186559425149,1.591935858338851
DE,25.002942140913525,6.313297320285892
DK,32.69677300559759,7.008080097489032
ES,39.662288634063025,10.251171149335592
IT,64.5051284621507,25.32860310487846
PL,37.34107498003325,5.7371100306358915
SE,24.319609933519857,3.4762297108452924
UK,52.24650788412383,5.4518639324114035
CH,15.727406028756322,1.6775036643921064
NO,7.854370836203633,0.8140028636113004
NL,41.756007790624835,10.64545962409141
