zone,mc_el_maximum_mean,mc_el_maximum_std
FR,797.3085320217261,371.8720158736524
AT,100.40662080269202,30.43531875264319
BE,260.6062359797132,320.60392628852827
CZ,113.3561409203623,296.3345167835508
DE,165.05183024051797,193.3198515820897
DK,110.78580211818742,63.23576783017042
ES,82.13402000115053,29.16517174914777
IT,83.15213508445751,16.48598719400575
NO,87.70693917001259,1.2591536814617169e-11
PL,987.2331310032328,107.41536380952978
SE,155.10138360508083,155.2858002549896
UK,165.1105313085276,205.1076090359973
CH,23.952847496553616,0.718824227350714
NL,87.112122201089,37.97512926481636
