zone,mc_el_maximum_mean,mc_el_maximum_std
FR,54.19505869267785,49.23858581187892
AT,67.54809951212425,18.817278812139563
BE,68.7452826954237,57.22680120458141
CH,23.106503576418323,2.4101084991038992
CZ,19.8356301301354,46.627074913579676
DE,70.04118403853838,19.839867138160184
DK,67.4320084698816,20.028655905862852
ES,80.18408391313096,22.65437791290741
IT,79.62599697762066,21.878892740762712
PL,71.76752665697714,39.386609392945
SE,76.39020035730186,15.461740515273714
UK,105.50924409229874,9.463742349868898
NO,8.110659314889274,1.3852628852658986
NL,78.75159927505356,14.155062508660423
