from,to,constrained_maximum_mean
AT,CH,0.2968036529680365
AT,CZ,0.4215753424657534
AT,DE,0.0341324200913242
AT,IT,0.6318493150684932
BE,DE,0.8291095890410959
BE,FR,0.36963470319634706
BE,NL,0.4853881278538813
BE,UK,0.8748858447488584
CH,DE,0.522945205479452
CH,FR,0.632648401826484
CH,IT,0.45536529680365295
CZ,DE,0.13926940639269406
CZ,PL,0.7650684931506849
DE,DK,0.3627853881278539
DE,FR,0.8777397260273972
DE,NL,0.5495433789954338
DE,NO,0.8084474885844749
DE,PL,0.8159817351598173
DE,SE,0.6756849315068493
DK,NL,0.6808219178082192
DK,NO,0.5237442922374429
DK,SE,0.317351598173516
ES,FR,0.8356164383561644
FR,IT,0.673972602739726
FR,UK,0.8755707762557078
NL,NO,0.913013698630137
NL,UK,0.9568493150684931
NO,SE,0.45159817351598175
PL,SE,0.8275114155251142
