zone,mc_el_maximum_mean,mc_el_maximum_std
FR,48.84577069072095,28.4329037857729
AT,51.97126788243345,26.178798113444614
BE,63.36910755100215,32.71598585631967
CH,23.19746714732389,2.2740020772772236
CZ,17.689497044049354,3.4336589888709708
DE,67.52358394844364,18.464065668448566
DK,66.02688681020685,19.66259662229274
ES,78.47489372246545,22.478212364000413
IT,77.4795594282713,24.25766608716681
PL,69.85481771745602,8.231938647385777
SE,74.51968622633699,13.889862679730298
UK,105.58642806786837,9.266050169217793
NO,8.102212345249438,1.3450672338278613
NL,78.14334426092452,14.972717539343552
