from,to,constrained_maximum_mean
AT,CH,0.3360730593607306
AT,CZ,0.37248858447488586
AT,DE,0.05947488584474886
AT,IT,0.6115296803652968
BE,DE,0.6519406392694064
BE,FR,0.3850456621004566
BE,NL,0.3904109589041096
BE,UK,0.8954337899543379
CH,DE,0.454337899543379
CH,FR,0.5611872146118722
CH,IT,0.32682648401826486
CZ,DE,0.1158675799086758
CZ,PL,0.8382420091324201
DE,DK,0.25034246575342467
DE,FR,0.5179223744292237
DE,NL,0.5263698630136986
DE,NO,0.7318493150684932
DE,PL,0.7292237442922375
DE,SE,0.6852739726027397
DK,NL,0.3116438356164384
DK,NO,0.41141552511415524
DK,SE,0.46426940639269404
ES,FR,0.8553652968036529
FR,IT,0.6156392694063927
FR,UK,0.9699771689497717
NL,NO,0.46095890410958906
NL,UK,0.9189497716894978
NO,SE,0.5724885844748858
PL,SE,0.8144977168949772
