from,to,constrained_maximum_mean
AT,CH,0.19828767123287672
AT,CZ,0.29337899543379
AT,DE,0.003310502283105023
AT,IT,0.9946347031963471
BE,DE,0.30582191780821916
BE,FR,0.777283105022831
BE,NL,0.23789954337899544
BE,UK,0.9957762557077625
CH,DE,0.20136986301369864
CH,FR,0.7394977168949771
CH,IT,0.992351598173516
CZ,DE,0.0043378995433789955
CZ,PL,0.8187214611872146
DE,DK,0.2728310502283105
DE,FR,0.7284246575342466
DE,NL,0.5328767123287671
DE,NO,0.7051369863013699
DE,PL,0.8946347031963471
DE,SE,0.8589041095890411
DK,NL,0.7480593607305936
DK,NO,0.6012557077625571
DK,SE,0.37168949771689497
ES,FR,0.85
FR,IT,0.9994292237442922
FR,UK,0.9997716894977169
NL,NO,0.8728310502283105
NL,UK,0.9924657534246575
NO,SE,0.21666666666666667
PL,SE,0.8778538812785388
