from,to,constrained_maximum_mean
AT,CH,0.3841324200913242
AT,CZ,0.3744292237442922
AT,DE,0.06643835616438357
AT,IT,0.6198630136986302
BE,DE,0.6856164383561644
BE,FR,0.42705479452054795
BE,NL,0.38687214611872145
BE,UK,0.9037671232876713
CH,DE,0.44623287671232875
CH,FR,0.5801369863013699
CH,IT,0.42990867579908676
CZ,DE,0.1136986301369863
CZ,PL,0.8337899543378996
DE,DK,0.2970319634703196
DE,FR,0.5517123287671233
DE,NL,0.5634703196347032
DE,NO,0.7644977168949771
DE,PL,0.7245433789954338
DE,SE,0.6722602739726027
DK,NL,0.3698630136986301
DK,NO,0.44143835616438354
DK,SE,0.5102739726027398
ES,FR,0.863013698630137
FR,IT,0.6329908675799086
FR,UK,0.9784246575342466
NL,NO,0.7965753424657535
NL,UK,0.9272831050228311
NO,SE,0.5634703196347032
PL,SE,0.8197488584474886
