zone,mc_el_mean_mean,mc_el_mean_std
FR,17.70530996085739,4.43789925569025
AT,19.72718516591261,3.914138546938844
BE,14.049478696814257,2.4430935028313985
CH,16.663369769498626,1.4731871181136151
CZ,12.393489143083311,0.5202518114254397
DE,20.10363239487518,3.0770184841672124
DK,17.41326240167523,0.5948260546646487
ES,29.035572342250166,6.768385235593064
IT,68.30371380317835,26.888178986722007
PL,38.47244602139433,5.983281569972832
SE,11.693810069159388,0.5632806693062598
UK,36.42878569037562,8.749334452086508
NO,7.810480570167413,0.6857532764494865
NL,29.720498095208903,16.365408396505867
