zone,mc_el_mean_mean,mc_el_mean_std
FR,14.354661204246028,1.6257148362684362
AT,17.113029009107848,3.0733979176349706
BE,13.93567580351842,2.517674289418333
CH,15.628300499876698,1.0572489490370287
CZ,12.228233512174436,1.9288416432217819
DE,16.748547588570528,4.203290073527608
DK,16.04832152133289,3.086002095150573
ES,24.455056138798657,6.778416368358131
IT,59.42572681876376,27.211509887823425
PL,36.566398925450514,6.026654929331659
SE,11.564476615050088,0.7952950762213079
UK,37.14123334808555,6.326465398809618
NO,7.801439539842,0.6650667287028903
NL,37.707641163164084,11.644272131138651
