zone,mc_el_mean_mean,mc_el_mean_std
FR,36.46121781254545,31.892749836904137
AT,36.36878254600819,8.812714990037781
BE,26.229880372116142,12.030289431333571
CH,15.826005609060164,1.2617954737278312
CZ,11.748923593112698,1.5780226058083846
DE,25.521353054200123,6.322723057775828
DK,34.04563292514784,7.9665426302053675
ES,36.280937391786466,10.030407655892212
IT,64.58289755715579,25.596933837354698
PL,98.50393019020984,75.0903304505852
SE,22.666852918206114,3.8032792484295426
UK,44.401697556647335,5.571856783906797
NO,7.81117633679733,0.686435480098465
NL,49.16975785947659,9.557019119628524
