zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,8682.0,1753.3714260756553,9006.0,-883.5211427828102,0.20195478300802297,0.09810361345578616
BE,8040.0,4042.7666327173833,7440.0,-2688.7078923911176,0.502831670735993,0.3613854694074083
CH,10752.0,3603.776420444638,13608.0,-6459.327523217655,0.335172658151473,0.47467133474556544
CZ,3840.0,327.04481737906923,4200.0,-1138.4566812120493,0.08516792119246594,0.27106111457429743
DE,31236.0,6229.659707862192,26118.0,-8443.306618563109,0.19943845908125854,0.32327538933161454
DK,8184.0,2755.2807725797065,9054.0,-2479.749595442988,0.33666676106790155,0.27388442626938236
ES,3360.0,2960.323887337656,3120.0,-54.63508952278436,0.88104877599335,0.017511246641918065
FR,14772.0,392.55143764557755,20940.0,-18476.769710776956,0.02657402096165567,0.8823672259205805
IT,10854.0,10840.103753434503,5346.0,-0.08945410620547925,0.9987197119434773,1.6732904265895858e-5
NL,10860.0,6858.470413620094,9660.0,-1407.2093519803375,0.6315350288784617,0.14567384596069746
NO,9282.0,1971.2825572209117,8922.0,-2611.700601978054,0.2123769184681008,0.29272591369402085
PL,2040.0,1398.6919130362385,4680.0,-1331.3451198352882,0.6856332907040384,0.28447545295625815
SE,8820.0,1130.7722605233382,8628.0,-3079.84566196135,0.1282054717146642,0.3569593952203697
UK,4800.0,4791.673700864193,4800.0,-1.1052569704545712,0.9982653543467069,0.00023026186884470232
