zone,hour,value
FR,1,38908.6623347
FR,2,28872.3816467
FR,3,29278.608334700002
FR,4,32421.3543347
FR,5,23094.785646700002
FR,6,32142.936334700003
FR,7,27161.809334700003
FR,8,22325.960646700005
FR,9,19067.6133347
FR,14,3175.4093347000016
FR,15,11006.144334700002
FR,16,22994.0793347
FR,17,33293.209334700005
FR,18,36956.98883845
FR,19,30277.321646700002
FR,20,37877.5873347
FR,21,30188.341334700002
FR,22,27510.693646699998
FR,23,37325.2303347
FR,24,25831.882646700004
FR,25,23785.761646700004
FR,26,26442.544334699996
FR,27,29033.0683347
FR,28,19013.1546467
FR,29,29381.7803347
FR,30,32039.703334699996
FR,31,20011.907646700005
FR,32,35478.8053347
FR,33,31383.8823347
FR,34,18912.223646699997
FR,35,24937.031334700005
FR,36,19476.8083347
FR,37,14670.084646700001
FR,38,24403.586334699998
FR,39,27281.061334700003
FR,40,24585.1336467
FR,41,34382.56808687344
FR,42,43370.31048333228
FR,43,34913.01124893892
FR,44,39884.637334700004
FR,45,27735.323648938913
FR,46,23614.356148938914
FR,47,32963.5823347
FR,48,35558.3373347
FR,49,24305.80924893891
FR,50,31696.0753347
FR,51,28040.531334699997
FR,52,16547.657646700005
FR,53,20037.144334700002
FR,54,26616.8657515715
FR,55,19242.428148938914
FR,56,29394.794355321505
FR,57,28734.81423693891
FR,58,17990.9040635715
FR,59,18828.11283693891
FR,60,23479.037936938905
FR,61,12973.658648938914
FR,62,22390.11863693891
FR,63,24182.673334699997
FR,64,18917.1056467
FR,65,27258.307334700003
FR,66,35631.1043347
FR,67,26790.7376467
FR,68,32570.60113693891
FR,69,19842.98804893891
FR,70,20987.612348938914
FR,71,26285.7908515715
FR,72,28537.93993693891
FR,73,16917.0808635715
FR,74,24168.880351571497
FR,75,20986.7069515715
FR,76,4782.704646700004
FR,77,13820.345334700003
FR,78,20379.036451571505
FR,79,12671.862248938913
FR,80,22441.3843347
FR,81,7526.847963571496
FR,82,17836.3863347
FR,83,4424.461646700001
FR,84,10655.447334700002
FR,85,6950.716838449993
FR,87,13397.323334700006
FR,88,23596.80083693891
BE,89,537.5628456545287
FR,89,31719.6873347
FR,90,37034.0233347
BE,91,365.6904166996417
FR,91,29774.4876467
FR,92,36335.48283845
FR,93,34259.5093347
FR,94,20667.7816467
FR,95,36172.2353347
FR,96,33527.1419515715
FR,97,22469.669648938914
FR,98,30060.20813693891
FR,99,12772.011248938912
FR,100,12110.644963571502
FR,101,29405.7237515715
FR,102,36988.7361515715
BE,103,1052.5975022389111
FR,103,35449.696646699995
BE,104,1540.2670022389093
FR,104,46107.9583347
BE,105,897.5762022389108
FR,105,37374.7323347
FR,106,11909.849963571509
FR,107,16560.739334699996
FR,108,12101.570334700002
FR,110,14540.080051571507
BE,111,341.1282022389105
FR,111,22415.4503347
BE,112,1432.5364022389103
FR,112,35686.453334699996
BE,113,2240.711202238911
FR,113,46803.8563347
BE,114,2267.2092022389106
FR,114,42274.6266467
BE,115,429.33800223891103
FR,115,51468.2273347
BE,116,1064.1719022389107
FR,116,47707.031334700005
BE,117,414.90380223891134
FR,117,34421.11264670001
FR,118,38222.49033470001
BE,119,732.4322022389106
FR,119,44236.3933347
FR,120,32592.117646699997
FR,121,39405.0430515715
FR,122,37867.91993693891
FR,123,26004.6778635715
FR,124,33819.38843693891
FR,125,22300.608948938912
FR,126,33996.147646699996
BE,127,1655.5486022389114
FR,127,49641.195334699994
BE,128,2028.871802238912
FR,128,50828.7463347
BE,129,1443.4465022389095
FR,129,33309.71515045
FR,130,35444.877334699995
FR,131,29539.0793515715
FR,132,10830.77934893891
FR,133,23431.364334700003
FR,134,26227.77083693891
FR,135,24368.009763571503
BE,136,922.5954022389114
FR,136,42207.309334699996
BE,137,328.424802238912
FR,137,49310.1283347
BE,138,1896.776802238911
FR,138,43998.759646700004
FR,139,46995.85033470001
FR,140,47731.86133470001
FR,141,33778.4526635715
FR,142,42956.936651571494
FR,143,43715.921334700004
FR,144,32220.7023635715
FR,145,38455.48463693891
FR,146,31927.1899515715
FR,147,25490.249563571502
FR,148,33710.873936938915
FR,149,36967.8923347
BE,150,655.3860022389117
FR,150,34028.142646700006
BE,151,1315.0921022389111
FR,151,49787.661334699995
BE,152,894.6183576656132
FR,152,52252.789334700006
BE,153,620.1257396116049
FR,153,32742.093646700007
FR,154,38893.68113693892
FR,155,30607.162751571497
FR,156,16166.589646700006
FR,157,23090.381334699996
FR,158,25273.315334700004
FR,159,22176.28584893891
FR,160,33892.0963347
FR,161,45925.8663347
FR,162,40146.53215045001
FR,163,48937.86803693892
FR,164,35099.3832635715
FR,165,30415.904463571507
FR,166,33365.87983693891
FR,167,33971.2539515715
FR,168,26635.6296467
FR,169,33162.2183347
FR,170,31926.1403347
FR,171,19884.907646700005
FR,172,27940.1263347
FR,173,30418.012334700004
FR,174,22360.298232097335
FR,175,43433.45007281673
FR,176,45080.022136938904
FR,177,30272.115646700004
BE,178,649.3170022389104
FR,178,32073.145334700006
FR,179,26813.752334699995
BE,180,1460.0206022389111
FR,180,15625.4706467
BE,181,1381.6116386273677
FR,181,18921.5563347
FR,182,27026.016334700005
FR,183,22509.1906467
FR,184,37195.1243347
BE,185,1924.5639022389105
FR,185,42829.88833470001
BE,186,287.46770223891053
FR,186,37761.80964670001
BE,187,505.20529473611396
FR,187,46365.785334700005
FR,188,36976.37625157149
FR,189,28745.13834893891
FR,190,37416.53513693891
FR,191,37218.267485498276
FR,192,23861.477327746252
FR,193,29678.7103347
FR,194,28351.040334700003
FR,195,11194.712646699998
FR,196,23930.570838450003
FR,197,26794.680334700002
FR,198,23259.7356467
FR,199,38613.472334699996
FR,200,39971.7013347
FR,201,26969.60989571588
FR,202,23969.281334700005
FR,203,25014.255736938918
FR,204,12340.235646699999
FR,205,20113.720334700003
FR,206,22023.3213347
FR,207,15444.586646700001
FR,208,30354.927351571503
FR,209,29569.927334699998
FR,210,29861.716589585292
FR,211,37457.01047347997
FR,212,33500.6243347
FR,213,20908.416646700003
FR,214,29686.3063347
FR,215,30217.004334700003
FR,216,12382.738646700003
FR,217,23370.7103347
FR,218,21323.1953347
FR,219,9028.1696467
FR,220,16069.866334699997
FR,221,16656.1983347
FR,222,9631.043646700004
FR,223,15593.520334699999
FR,224,22957.612334700003
FR,225,12666.526646700004
FR,226,9358.5786467
FR,227,15059.591334700002
FR,228,8992.977334700001
FR,229,12816.9393347
FR,230,12370.674334700001
FR,231,5149.166646700003
FR,232,18817.760334699997
FR,233,24581.815334700004
FR,234,28466.328838450005
FR,235,21023.327646700003
FR,236,27596.5903347
FR,237,25159.843334700003
FR,238,17400.960646700005
FR,239,22893.3543347
FR,240,25780.078334700003
FR,241,14437.352646700005
FR,242,21589.317334699997
FR,243,17991.646334700003
FR,244,7306.062646700004
FR,245,16299.837334700002
FR,246,12275.568334700001
FR,247,10159.287646700002
FR,248,11389.209646700001
FR,249,17149.7003347
FR,255,1858.958334699997
FR,256,14753.263334700001
FR,257,25265.5393347
FR,258,31112.133334700004
FR,259,32706.057334700003
FR,260,22035.465646700002
FR,261,28983.152334700004
FR,262,29609.023334700003
FR,263,21998.6226467
FR,264,23366.218334700003
FR,265,26580.069334699998
FR,266,25573.169334699996
FR,267,14053.327646700003
FR,268,22402.7103347
FR,269,25619.1953347
FR,270,23317.924646700005
FR,271,24882.924646700005
FR,272,39908.1813347
FR,273,21371.16874893891
FR,274,19320.0623347
FR,276,7250.121334700001
FR,277,6216.147334699999
FR,279,14313.840838450004
FR,280,25968.264334699998
FR,281,37904.0911515715
FR,282,42841.73244373607
FR,283,32657.846646700003
FR,284,37542.8993347
FR,285,33346.3803347
FR,286,28130.889334699998
FR,287,25173.780646700005
FR,288,31222.260334699997
FR,289,28483.633334700004
FR,290,27204.1023347
FR,291,15441.632646700004
FR,292,23652.4523347
FR,293,20886.247334699998
FR,294,23377.405646700005
FR,295,30637.648212452634
FR,296,41072.86693693891
FR,297,31169.620751571492
FR,298,19757.445334699994
FR,299,16394.140336938915
FR,300,1544.378063571498
FR,301,14717.041151571493
FR,302,18397.052351571507
FR,303,21510.969836938908
FR,304,31144.994551571504
FR,305,38338.5293347
FR,306,33796.810646699996
FR,307,41659.863857462056
FR,308,36788.33353693891
FR,309,17890.1526467
FR,310,23169.3796467
FR,311,33572.6946515715
FR,312,30670.613036938907
FR,313,27677.4793347
FR,314,17547.505646700003
FR,315,23885.150334699996
FR,316,17070.406838449995
FR,317,25471.500334700002
FR,318,22328.799646700005
FR,319,39197.452751571494
FR,320,42248.2089515715
FR,321,28737.51494893891
FR,322,21854.3653635715
FR,323,16418.004334700003
FR,324,16846.284751571504
FR,325,6219.094646699996
FR,326,9241.8496467
FR,327,23046.2463347
FR,328,30772.3373515715
FR,329,37880.12293693891
FR,330,29416.445646700005
FR,331,43614.8553347
FR,332,38795.0015515715
FR,333,33454.445551571494
FR,334,23577.193646699998
FR,335,33331.7653347
FR,336,30542.2423347
FR,337,22964.1073347
FR,338,18062.088646700002
FR,339,24224.0603347
FR,340,23184.849334700004
FR,341,16597.844646700003
FR,342,22573.030646700005
FR,343,37931.5183347
FR,344,33875.9883347
FR,345,35061.1673515715
FR,346,19161.3076467
FR,347,24595.809336938913
FR,348,21031.6343347
FR,349,20579.533351571507
FR,350,11956.469150449997
FR,351,20883.350451571503
FR,352,31493.105334699998
FR,353,39223.7238515715
FR,354,33485.49977147242
FR,355,41564.91833470001
FR,356,37795.818891860356
FR,357,24436.5806467
FR,358,19146.748646700005
FR,359,34190.5023347
FR,360,31562.402334700004
FR,361,29229.339334700002
FR,362,19003.3076467
FR,363,25049.398334700003
FR,364,24072.6473347
FR,365,21042.161334700002
FR,366,24012.844640546016
FR,367,40750.748425873775
FR,368,42075.7356515715
FR,369,39558.7521515715
FR,370,26347.874973898106
FR,371,31751.0073347
FR,372,23132.773334700003
FR,373,17729.8026467
FR,374,18889.1146467
FR,375,29884.716334700002
FR,376,36156.9693347
BE,377,1517.3078573303465
