zone,mc_el_mean_mean,mc_el_mean_std
FR,160.94545914972102,73.50540639239706
AT,35.31450029691853,8.967782019935662
BE,62.18143760187748,46.36080556145892
CZ,16.76552174912917,31.7030109238365
DE,24.510510779603536,6.428584867370601
DK,34.6538966484707,8.19429037054994
ES,38.37149560727031,11.379242165866122
IT,65.26794681899798,24.288961796273387
PL,53.38396351591319,42.35194194777283
SE,42.8248863616861,13.893121078997073
UK,52.14748407586369,5.437727905939712
CH,16.05943005864665,1.792530931167958
NO,17.457917274016076,16.696332840828376
NL,49.6146824960568,8.638829623067267
