zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,5788.0,360.5910553004852,6004.0,-1740.2988552157237,0.06229976767458279,0.2898565714882951
BE,5360.0,2386.9418493668436,4960.0,-1297.157045942216,0.4453249718967992,0.26152359797222097
CH,7168.0,3035.5186869664535,9072.0,-3906.0829470096464,0.4234819596772396,0.4305646987444496
CZ,2560.0,1229.0514834141331,2800.0,-309.9890772921233,0.48009823570864574,0.11071038474718689
DE,20824.0,1777.3126291625579,17412.0,-11424.335459086467,0.08534924266051469,0.6561185078731029
DK,5456.0,1162.983135141204,6036.0,-2893.79572123715,0.21315673298042595,0.4794227503706345
ES,2240.0,0.5114155251141552,2080.0,-2044.5329481833205,0.00022831050228310502,0.9829485327804426
FR,9848.0,8955.016012813936,13960.0,-357.0837379458576,0.9093233156797255,0.025579064322769168
IT,7236.0,3273.242168760333,3564.0,-1761.393240216252,0.4523551919237607,0.49421808086875757
NL,7240.0,4243.814334440157,6440.0,-1881.8138348921334,0.5861622008895244,0.2922071172192754
NO,6188.0,1618.5367888692547,5948.0,-2958.246891140068,0.2615605670441588,0.49735152843646063
PL,1360.0,263.3505237880774,3120.0,-2296.7833784855416,0.19364009102064514,0.7361485187453659
SE,5880.0,5363.003848864638,5752.0,-138.54799334179847,0.9120754845007888,0.024086925128963575
UK,3200.0,1226.4355716038626,3200.0,-1886.248374028752,0.38326111612620706,0.589452616883985
