zone,mc_el_mean_mean,mc_el_mean_std
FR,14.489570155952094,1.417113435858484
AT,17.394893317004286,3.1597688850087446
BE,13.58171999026965,1.5747151447555874
CH,15.750203204818531,1.1160778471647028
CZ,12.298916494982173,1.801625112083979
DE,15.63935132005079,3.868269131204905
DK,16.030037112897624,2.640474435202636
ES,22.18770077511142,5.959067993468708
IT,57.07577543574411,29.903517204951033
PL,36.23946413873048,6.133081003507377
SE,11.723063477759847,0.6181966306975761
UK,34.640170290742525,6.1217152369589485
NO,7.840183697988954,0.7733627982717738
NL,27.294846586271202,14.913055027792323
