zone,mc_el_maximum_mean,mc_el_maximum_std
FR,59.947189450912894,24.380350267376897
AT,68.16385503599064,18.19404705961024
BE,63.27547392745623,32.83612141311401
CH,23.07420744225345,2.4751830779438744
CZ,17.95075740383455,2.941835102744232
DE,68.97919058730952,18.275999609690942
DK,66.4828616071942,19.818918391160704
ES,79.36362002081664,23.12463645492447
IT,78.21223709857244,23.520085516376938
PL,69.93803058513966,8.85687522024551
SE,68.79651851356365,11.293348474930044
UK,103.82997025685144,11.212165581461905
NO,8.5627595383096,2.807366246266545
NL,73.64043644293957,21.77723420123972
