zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,5788.0,233.08785432798996,6004.0,-3949.0543805326347,0.040270880153419134,0.6577372385963749
BE,5360.0,2036.907683320605,4960.0,-1261.4367189065372,0.38002009017175464,0.2543219191343825
CH,7168.0,2207.4638911381535,9072.0,-3035.1619155120893,0.3079609223128004,0.3345637032090045
CZ,2560.0,1387.3448386128707,2800.0,-414.93595347578236,0.5419315775831526,0.14819141195563656
DE,20824.0,7227.65163389056,17412.0,-6371.621749002173,0.3470827715083826,0.36593279054687416
DK,5456.0,1353.0980852811838,6036.0,-2642.114446182316,0.24800184847529028,0.43772605138872034
ES,2240.0,0.8246549492009125,2080.0,-2012.180801977424,0.00036814953089326453,0.9673946163353
FR,9848.0,8468.044749723787,13960.0,-371.1591477863336,0.8598745684122449,0.026587331503319028
IT,7236.0,472.4898915686685,3564.0,-3043.9361204623447,0.06529711049871041,0.8540785972116568
NL,7240.0,1258.1843270496065,6440.0,-4336.644979243338,0.17378236561458654,0.6733920775222574
NO,6188.0,1615.0085532266123,5948.0,-3403.8730199518973,0.2609903932169703,0.5722718594404669
PL,1360.0,1065.9257770469123,3120.0,-1.0709779709159821,0.783768953710965,0.0003432621701653789
SE,5880.0,4881.616718454238,5752.0,-490.43324182309874,0.8302069249071834,0.08526308098454428
UK,3200.0,985.2814776620462,3200.0,-1859.3066834255508,0.30790046176938946,0.5810333385704847
