zone,mc_el_maximum_mean,mc_el_maximum_std
FR,25.5142476136736,16.76177659162317
AT,22.797846889997054,2.9453737213310942e-12
BE,22.600845326431394,16.33453117332178
CH,23.68986415897703,1.3359509367229472
CZ,18.470338171936408,0.6316309076399423
DE,53.247755982535914,13.116425390169587
DK,22.939511901939742,3.6272905310753067
ES,65.4874187753677,20.210302805177754
IT,80.60673880553487,21.077171798611076
PL,68.17698842214939,4.030673223322404
SE,18.477828113758672,0.23915091976922068
UK,90.24121014470325,21.536823597472303
NO,8.077941223299678,1.2845148889972275
NL,56.03885391208264,29.460065629940786
