zone,mc_el_mean_mean,mc_el_mean_std
FR,24.5682674753222,5.937171590077275
AT,34.58287406867589,8.323902096125172
BE,23.179006391147375,7.527093480397626
CH,16.260382821520675,1.452393634473543
CZ,12.428272061019587,1.636946701474668
DE,25.107585065214916,5.734963217679605
DK,32.85176279823236,7.2713563960856495
ES,34.9759824740185,9.573654766926655
IT,58.48321152549438,26.52975929757552
PL,39.138647048216214,6.1142675715311805
SE,23.518864581788915,3.2644217541901877
UK,43.611889853845184,6.104534175831571
NO,8.033187705640504,1.3168147359839113
NL,43.53772859949968,13.355449570018285
