from,to,constrained_maximum_mean
AT,CH,0.3378995433789954
AT,CZ,0.1821917808219178
AT,DE,0.05182648401826484
AT,IT,0.9498858447488584
BE,DE,0.6429223744292237
BE,FR,0.6746575342465754
BE,NL,0.6599315068493151
BE,UK,0.9946347031963471
CH,DE,0.5366438356164384
CH,FR,0.7300228310502284
CH,IT,0.8893835616438356
CZ,DE,0.12351598173515982
CZ,PL,0.9689497716894977
DE,DK,0.594634703196347
DE,FR,0.857648401826484
DE,NL,0.8537671232876712
DE,NO,0.9687214611872146
DE,PL,0.9563926940639269
DE,SE,0.963013698630137
DK,NL,0.9577625570776256
DK,NO,0.8621004566210045
DK,SE,0.7463470319634703
ES,FR,0.8404109589041096
FR,IT,0.8995433789954338
FR,UK,0.9997716894977169
NL,NO,0.9299086757990868
NL,UK,0.984703196347032
NO,SE,0.2968036529680365
PL,SE,0.9985159817351598
