from,to,constrained_maximum_mean
AT,CH,0.3558219178082192
AT,CZ,0.2941780821917808
AT,DE,0.034703196347031964
AT,IT,0.6651826484018265
BE,DE,0.7455479452054794
BE,FR,0.3896118721461187
BE,NL,0.3689497716894977
BE,UK,0.8914383561643836
CH,DE,0.4078767123287671
CH,FR,0.5078767123287671
CH,IT,0.4712328767123288
CZ,DE,0.07796803652968036
CZ,PL,0.7592465753424658
DE,DK,0.40034246575342464
DE,FR,0.49509132420091323
DE,NL,0.5195205479452055
DE,NO,0.844634703196347
DE,PL,0.6894977168949772
DE,SE,0.6905251141552512
DK,NL,0.5037671232876713
DK,NO,0.5712328767123288
DK,SE,0.4021689497716895
ES,FR,0.8509132420091324
FR,IT,0.6355022831050229
FR,UK,0.9578767123287671
NL,NO,0.786986301369863
NL,UK,0.9224885844748858
NO,SE,0.48755707762557077
PL,SE,0.7658675799086758
