zone,mc_el_maximum_mean,mc_el_maximum_std
FR,95.67042033474978,157.4369094383245
AT,68.6743832621926,17.644395262938612
BE,69.46045437738005,35.1134095974769
CH,23.100774845925265,2.4500768370821575
CZ,17.80885117528879,3.2395760102017293
DE,68.69065886461931,18.88403109300587
DK,66.80923059908544,20.0268392418617
ES,79.67069062941187,23.510168730385786
IT,81.10221707975974,19.849217347479044
PL,358.0680533423674,427.3167795046436
SE,66.1515548347422,14.373683820142569
UK,104.56623791026274,10.880437745240904
NO,8.370917586123932,2.1283703970100594
NL,76.22415576948913,19.252407699964042
