from,to,constrained_maximum_mean
AT,CH,0.6569634703196348
AT,CZ,0.2288812785388128
AT,DE,0.20627853881278538
AT,IT,0.9723744292237443
BE,DE,0.6514840182648401
BE,FR,0.7207762557077626
BE,NL,0.78824200913242
BE,UK,0.9914383561643836
CH,DE,0.7351598173515982
CH,FR,0.7690639269406393
CH,IT,0.9398401826484019
CZ,DE,0.2856164383561644
CZ,PL,0.992351598173516
DE,DK,0.6581050228310502
DE,FR,0.9069634703196348
DE,NL,0.9941780821917808
DE,NO,0.9698630136986301
DE,PL,0.9939497716894977
DE,SE,0.9525114155251142
DK,NL,0.989041095890411
DK,NO,0.8635844748858448
DK,SE,0.7868721461187215
ES,FR,0.8811643835616438
FR,IT,0.9471461187214611
FR,UK,0.9997716894977169
NL,NO,0.9723744292237443
NL,UK,0.9860730593607306
NO,SE,0.19509132420091324
PL,SE,0.9995433789954338
