zone,mc_el_maximum_mean,mc_el_maximum_std
FR,756.5949954607936,393.6906540072001
AT,65.51741762640476,20.610279030680115
BE,234.30181062296217,304.64508474208276
CZ,18.910604009526566,72.28817305417977
DE,66.5756546811534,17.129321313201007
DK,66.05549299943382,19.104629326089093
ES,83.54456197305456,18.843977056061377
IT,82.04811816716035,18.537516629232147
PL,66.4141488040536,6.515613495488863
SE,100.26982822370987,78.06226521400502
UK,107.90486783316432,4.978170479043445
CH,23.955541925321985,0.6980701159353458
NO,8.10115032947276,1.3585318690999695
NL,77.41978215933474,12.446449813570041
