zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,7235.0,1878.5932493469313,7505.0,-968.8274307127144,0.2596535244432524,0.12909093014160086
BE,6700.0,3622.9376131796266,6200.0,-2322.133650540682,0.540736957190989,0.37453768557107775
CH,8960.0,3104.0283514166345,11340.0,-5937.201942421394,0.34643173564917795,0.5235627815186414
CZ,3200.0,261.2227376074176,3500.0,-1038.9449348976125,0.081632105502318,0.29684140997074643
DE,26030.0,6009.443766957408,21765.0,-7822.837033049697,0.23086606864991963,0.3594227903997104
DK,6820.0,2497.4268392193653,7545.0,-2197.6433069355107,0.3661916186538659,0.29127147871908693
ES,2800.0,2523.124040559069,2600.0,-27.257545765490168,0.901115728771096,0.010483671448265449
FR,12310.0,325.38482569520414,17450.0,-15858.750914666367,0.026432560982551107,0.9088109406685597
IT,9045.0,9017.70602773487,4455.0,-1.621893991079197,0.996982424293518,0.00036406150192574565
NL,9050.0,6283.171042185048,8050.0,-1091.0780139270898,0.6942730433353643,0.13553764148162606
NO,7735.0,1743.4761585851181,7435.0,-2383.909867677865,0.2254009254796533,0.32063347245162943
PL,1700.0,1254.6006342739615,3900.0,-908.0609194928676,0.7380003731023304,0.23283613320329938
SE,7350.0,882.215651275121,7190.0,-2804.2230767298984,0.12002934030954027,0.3900171177649372
UK,4000.0,3962.461507579682,4000.0,-3.3019148071895965,0.9906153768949205,0.0008254787017973991
